,Course,Department,Study Hours per Week,Average Grade Received
328,BENG 140B  - Bioengineering Physiology      (A),BENG,7.031428571428571,B (3.0)
329,BENG 140B - Bioengineering Physiology (A),BENG,6.104545454545455,B+ (3.3)
330,BENG 140B - Bioengineering Physiology (B),BENG,4.955,B+ (3.3)
331,BENG 141 - Biomedical Optics and Imaging (A),BENG,4.838571428571428,A- (3.7)
332,BENG 147A - Design Develpmnt in Neural Eng (A),BENG,8.1,A- (3.7)
333,BENG 147B - Design Implmntatn Neural Engin (A),BENG,8.9,B+ (3.3)
334,BENG 152 - BioSystems Engineering Lab (A),BENG,7.555,A- (3.7)
335,BENG 160   - Chem & Molecular BENG Techniqs (A),BENG,8.323333333333332,B+ (3.3)
336,BENG 160 - Chem & Molecular BENG Techniqs (A),BENG,7.278125,B+ (3.3)
337,BENG 161A  - Bioreactor Engineering         (A),BENG,7.213333333333334,B+ (3.3)
338,BENG 161A - Bioreactor Engineering (A),BENG,8.653333333333332,B (3.0)
339,BENG 161A - Bioreactor Engineering (B),BENG,7.415000000000001,B (3.0)
340,BENG 161B  - Biochemical Engineering        (A),BENG,8.87125,B+ (3.3)
341,BENG 161B - Biochemical Engineering (A),BENG,7.413846153846153,B+ (3.3)
342,BENG 161B - Biochemical Engineering (B),BENG,5.17,B (3.0)
343,BENG 162   - Biotechnology Laboratory       (A),BENG,7.79,B+ (3.3)
344,BENG 162 - Biotechnology Laboratory       (A),BENG,8.969999999999999,B+ (3.3)
345,BENG 162 - Biotechnology Laboratory (A),BENG,7.357857142857143,B+ (3.3)
346,BENG 166A  - Cell and Tissue Engineering    (A),BENG,7.008,B (3.0)
347,BENG 166A - Cell and Tissue Engineering (A),BENG,6.892727272727272,B+ (3.3)
348,BENG 168   - Biomolecular Engineering       (A),BENG,5.385,B+ (3.3)
349,BENG 168   - Biomolecular Engineering       (B),BENG,5.6,B+ (3.3)
350,BENG 168 - Biomolecular Engineering       (A),BENG,7.006666666666667,B (3.0)
351,BENG 168 - Biomolecular Engineering (A),BENG,6.951538461538462,B+ (3.3)
352,BENG 169A - Design Developmnt Tissue Engin (A),BENG,5.213333333333334,A- (3.7)
353,BENG 169B - Design Implmntatn Tissue Engin (A),BENG,6.0566666666666675,A- (3.7)
354,BENG 172   - Bioengineering Laboratory      (A),BENG,11.535,B+ (3.3)
355,BENG 172 - Bioengineering Laboratory      (A),BENG,9.65,B+ (3.3)
356,BENG 172 - Bioengineering Laboratory (A),BENG,9.981904761904762,B+ (3.3)
357,BENG 179A - Design Develop.Bioinstrumntatn (A),BENG,6.942,A- (3.7)
358,BENG 179B - Design Implmnt Bioinstrumntatn (A),BENG,7.436666666666667,A- (3.7)
359,BENG 181 - Molecular Sequence Analysis (A),BENG,17.535714285714285,B+ (3.3)
360,BENG 182 - Biological Databases (A),BENG,8.004444444444445,B+ (3.3)
361,BENG 183   - Applied Genomic Technologies   (A),BENG,6.96,B+ (3.3)
362,BENG 183 - Applied Genomic Technologies (A),BENG,4.968181818181818,B+ (3.3)
363,BENG 186A  - Principles/Biomaterials Design (A),BENG,6.23,B- (2.7)
364,BENG 186A - Principles/Biomaterials Design (A),BENG,6.406999999999999,B (3.0)
365,BENG 186A - Principles/Biomaterials Design (B),BENG,6.1,B (3.0)
366,BENG 186B  - Princpls/Bioinstrumentatn Desn (A),BENG,9.014285714285714,B (3.0)
367,BENG 186B - Princpls/Bioinstrumentatn Desn (A),BENG,9.661,B+ (3.3)
368,BENG 186B - Princpls/Bioinstrumentatn Desn (C),BENG,10.815000000000001,B+ (3.3)
369,BENG 186B - Princpls/Bioinstrumentatn Desn (D),BENG,11.83,B- (2.7)
370,BENG 187A  - BENG Design Project: Planning  (A),BENG,1.24,A- (3.7)
371,BENG 187A - BENG Design Project: Planning (A),BENG,1.6775,B+ (3.3)
372,BENG 187B  - BENG Design Project:Developmnt (A),BENG,6.88,B+ (3.3)
373,BENG 187B - BENG Design Project:Developmnt (A),BENG,6.51,A- (3.7)
374,BENG 187C  - BENG Design Proj:Implemntation (A),BENG,6.078,B+ (3.3)
375,BENG 187C - BENG Design Proj:Implemntation (A),BENG,5.4225,A- (3.7)
376,BENG 187D  - BENG Design Proj:Presentation  (A),BENG,2.685,A- (3.7)
377,BENG 187D - BENG Design Proj:Presentation (A),BENG,5.297,A- (3.7)
378,BENG 187D - BENG Design Proj:Presentation (B),BENG,4.862,A- (3.7)
379,BENG 187D - BENG Design Proj:Presentation (C),BENG,4.74,A- (3.7)
380,BENG 189 - Physiological Systems Eng (A),BENG,5.534000000000001,B+ (3.3)
381,BENG 191   - Senior Sem I: Professnl Issues (A),BENG,2.74,A- (3.7)
382,BENG 191 - Senior Sem I: Professnl Issues (A),BENG,1.5,A- (3.7)
383,BENG 193 - Clinical Bioengineering (A),BENG,5.945,A- (3.7)
384,BENG 193 - Clinical Exp in Bioengineering (A),BENG,4.19,A+/A (4.0)
385,BENG 2 - Intro Computer Prog & MATLAB (A),BENG,5.572857142857143,B+ (3.3)
386,BIBC 100   - Structural Biochemistry        (A),BIBC,6.415,C+ (2.3)
387,BIBC 100 - Structural Biochemistry        (A),BIBC,5.4990000000000006,C+ (2.3)
388,BIBC 100 - Structural Biochemistry (A),BIBC,7.136206896551724,B (3.0)
389,BIBC 102   - Metabolic Biochemistry         (A),BIBC,7.991666666666667,B- (2.7)
390,BIBC 102   - Metabolic Biochemistry         (B),BIBC,7.32,B- (2.7)
391,BIBC 102 - Metabolic Biochemistry         (A),BIBC,6.666666666666667,C+ (2.3)
392,BIBC 102 - Metabolic Biochemistry         (B),BIBC,6.495,C+ (2.3)
393,BIBC 102 - Metabolic Biochemistry         (C),BIBC,6.22,C+ (2.3)
394,BIBC 102 - Metabolic Biochemistry (A),BIBC,7.8875,B- (2.7)
395,BIBC 102 - Metabolic Biochemistry (B),BIBC,7.7316666666666665,B (3.0)
396,BIBC 102 - Metabolic Biochemistry (C),BIBC,7.92,C (2.0)
397,BIBC 103   - Biochemical Techniques         (A),BIBC,7.98375,B- (2.7)
398,BIBC 103   - Biochemical Techniques         (B),BIBC,7.016,B (3.0)
399,BIBC 103   - Biochemical Techniques         (C),BIBC,8.3375,B (3.0)
400,BIBC 103 - Biochemical Techniques         (A),BIBC,6.398,B (3.0)
401,BIBC 103 - Biochemical Techniques         (B),BIBC,5.934,B- (2.7)
402,BIBC 103 - Biochemical Techniques         (C),BIBC,6.193,B (3.0)
403,BIBC 103 - Biochemical Techniques         (D),BIBC,5.53,B- (2.7)
404,BIBC 103 - Biochemical Techniques (A),BIBC,7.26547619047619,B (3.0)
405,BIBC 103 - Biochemical Techniques (B),BIBC,6.67225806451613,B (3.0)
406,BIBC 103 - Biochemical Techniques (C),BIBC,7.1826923076923075,B (3.0)
407,BIBC 103 - Biochemical Techniques (D),BIBC,6.77,B (3.0)
408,BIBC 103 - Biochemical Techniques (E),BIBC,7.654999999999999,B (3.0)
409,BIBC 103 - Biochemical Techniques (F),BIBC,6.39,B (3.0)
410,BIBC 104   - Biochem & Biotech/Plants       (A),BIBC,7.1,B (3.0)
411,BIBC 104 - Biochem & Biotech/Plants       (A),BIBC,4.195,B (3.0)
412,BIBC 120   - Nutrition                      (A),BIBC,5.08,B (3.0)
413,BIBC 120 - Nutrition                      (A),BIBC,4.835555555555555,B- (2.7)
414,BIBC 120 - Nutrition (A),BIBC,5.734,B (3.0)
415,BIBC 130 - Envir Phy/Biochem/Mar Organism (A),BIBC,5.505,B- (2.7)
416,BIBC 130 - Marine Biochemistry            (A),BIBC,3.85,B- (2.7)
417,BIBC 140   - Introduction to Biofuels       (A),BIBC,5.710000000000001,B (3.0)
418,BIBC 140 - Introduction to Biofuels (A),BIBC,5.279999999999999,B- (2.7)
419,BIBC 140 - Our Energy Future (A),BIBC,4.418,B (3.0)
420,BIBC 151 - Chem of Bio Interactions (A),BIBC,5.51,A- (3.7)
421,BIBC 194 - Adv Topics-Biochemistry (A),BIBC,2.211111111111111,A- (3.7)
422,BIBC 194 - Adv Topics-Biochemistry (B),BIBC,2.65,A+/A (4.0)
423,BICD 100   - Genetics                       (A),BICD,6.234285714285714,B- (2.7)
424,BICD 100   - Genetics                       (B),BICD,6.4,B- (2.7)
425,BICD 100 - Genetics                       (A),BICD,5.646,B- (2.7)
426,BICD 100 - Genetics                       (B),BICD,5.2090000000000005,B- (2.7)
427,BICD 100 - Genetics                       (C),BICD,5.657500000000001,B- (2.7)
428,BICD 100 - Genetics                       (D),BICD,4.5,B+ (3.3)
429,BICD 100 - Genetics (A),BICD,6.169375,B (3.0)
430,BICD 100 - Genetics (B),BICD,5.695142857142858,B (3.0)
431,BICD 100 - Genetics (C),BICD,5.774615384615384,B (3.0)
432,BICD 100 - Genetics (D),BICD,5.391111111111111,B (3.0)
433,BICD 100 - Genetics (E),BICD,5.906000000000001,B (3.0)
434,BICD 100 - Genetics (F),BICD,5.603333333333334,B (3.0)
435,BICD 100 - Genetics (G),BICD,6.3933333333333335,B (3.0)
436,BICD 100 - Genetics (H),BICD,7.1,B- (2.7)
437,BICD 100 - Genetics (I),BICD,6.85,B (3.0)
438,BICD 100 - Genetics (J),BICD,8.163333333333334,B (3.0)
439,BICD 100 - Genetics (K),BICD,6.766666666666667,B+ (3.3)
440,BICD 100 - Genetics (L),BICD,6.656666666666666,B (3.0)
441,BICD 100 - Genetics (M),BICD,6.26,B- (2.7)
442,BICD 100 - Genetics (N),BICD,6.79,B- (2.7)
443,BICD 101 - Eucaryotic Genetics Laboratory (A),BICD,6.390000000000001,B (3.0)
444,BICD 102 - Genetic Inquiry (A),BICD,4.445,A- (3.7)
445,BICD 104 - Genetic Neurobiology (A),BICD,4.75,B- (2.7)
446,BICD 110   - Cell Biology                   (A),BICD,7.375714285714286,B- (2.7)
447,BICD 110   - Cell Biology                   (B),BICD,7.68,B- (2.7)
448,BICD 110 - Cell Biology                   (A),BICD,6.0649999999999995,B- (2.7)
449,BICD 110 - Cell Biology                   (B),BICD,5.586666666666666,B- (2.7)
450,BICD 110 - Cell Biology (A),BICD,7.02906976744186,B (3.0)
451,BICD 110 - Cell Biology (B),BICD,6.226875,B+ (3.3)
452,BICD 111 - Cell Biology Laboratory        (A),BICD,5.23,B- (2.7)
453,BICD 112 - Stem Cells and Regeneration (A),BICD,7.789285714285714,B+ (3.3)
454,BICD 120   - Fundamentals of Plant Biology  (A),BICD,4.4399999999999995,B- (2.7)
455,BICD 120 - Fundamentals of Plant Biology  (A),BICD,4.77625,B (3.0)
456,BICD 120 - Molecular Basis of Plant Dev (A),BICD,3.97,B+ (3.3)
457,BICD 123   - Plant Mol Genetics&Biotech Lab (A),BICD,7.91,B+ (3.3)
458,BICD 123 - Plant Mol Genetics&Biotech Lab (A),BICD,6.278888888888889,B+ (3.3)
459,BICD 130   - Embryos Genes & Development  (A),BICD,6.9399999999999995,C+ (2.3)
460,BICD 130 - Embryos Genes & Development  (A),BICD,6.36,C+ (2.3)
461,BICD 130 - Embryos Genes & Development (A),BICD,6.909999999999999,B- (2.7)
462,BICD 131 - Embryology Laboratory          (A),BICD,9.78,B+ (3.3)
463,BICD 134   - Human Reproduction&Development (A),BICD,5.065,B+ (3.3)
464,BICD 134 - Human Reproduction&Development (A),BICD,4.868,B+ (3.3)
465,BICD 136   - AIDS Science and Society       (A),BICD,10.46,C+ (2.3)
466,BICD 136 - AIDS Science and Society       (A),BICD,5.580000000000001,C+ (2.3)
467,BICD 136 - AIDS Science and Society (A),BICD,8.31764705882353,B- (2.7)
468,BICD 140   - Immunology                     (A),BICD,7.343333333333334,C+ (2.3)
469,BICD 140 - Immunology                     (A),BICD,5.958333333333333,B- (2.7)
470,BICD 140 - Immunology (A),BICD,7.742272727272726,B (3.0)
471,BICD 145   - Lab in Molecular Medicine      (A),BICD,5.62,B+ (3.3)
472,BICD 145 - Lab in Molecular Medicine      (A),BICD,5.91,B+ (3.3)
473,BICD 145 - Lab in Molecular Medicine (A),BICD,6.017142857142857,A- (3.7)
474,BICD 150   - Endocrinology                  (A),BICD,8.165,B- (2.7)
475,BICD 150 - Endocrinology                  (A),BICD,6.226666666666667,B (3.0)
476,BICD 150 - Endocrinology (A),BICD,7.1433333333333335,B (3.0)
477,BICD 156 - Population Genetics (A),BICD,6.925000000000001,B+ (3.3)
478,BICD 158 - Active Genetics (A),BICD,4.66,B+ (3.3)
479,BICD 194 - Adv Topics-Cellular Dev (A),BICD,2.788,A- (3.7)
480,BICD 194 - Adv Topics-Cellular Dev (B),BICD,2.9599999999999995,A- (3.7)
481,BIEB 100   - Biostatistics                  (A),BIEB,10.21,B- (2.7)
482,BIEB 100 - Biometry                       (A),BIEB,4.76,B- (2.7)
483,BIEB 100 - Biostatistics                  (A),BIEB,5.0600000000000005,B- (2.7)
484,BIEB 100 - Biostatistics (A),BIEB,6.42375,B- (2.7)
485,BIEB 102   - Intro Eclgy/Organisms&Habitats (A),BIEB,5.345000000000001,B- (2.7)
486,BIEB 102 - Intro Eclgy/Organisms&Habitats (A),BIEB,5.016,B- (2.7)
487,BIEB 121   - Ecology Laboratory             (A),BIEB,8.46,B+ (3.3)
488,BIEB 121   - Ecology Laboratory             (B),BIEB,10.26,B (3.0)
489,BIEB 121 - Ecology Laboratory             (A),BIEB,8.095,B+ (3.3)
490,BIEB 121 - Ecology Laboratory (A),BIEB,5.159130434782608,B+ (3.3)
491,BIEB 121 - Ecology Laboratory (B),BIEB,3.1233333333333335,A- (3.7)
492,BIEB 123 - Molculr Mthd/Ecolgy & Evol Lab (A),BIEB,4.72,B (3.0)
493,BIEB 123 - Molculr Mthd/Evol & Ecol Lab (A),BIEB,4.903333333333333,B+ (3.3)
494,BIEB 126   - Plant Ecology                  (A),BIEB,4.97,B- (2.7)
495,BIEB 126 - Plant Ecology                  (A),BIEB,4.21,C+ (2.3)
496,BIEB 126 - Plant Ecology (A),BIEB,4.715,B- (2.7)
497,BIEB 128 - Insect Diversity (A),BIEB,4.245,B- (2.7)
498,BIEB 128 - Insect Ecology                 (A),BIEB,3.8499999999999996,B- (2.7)
499,BIEB 128 - Insect Ecology (A),BIEB,4.994999999999999,B- (2.7)
500,BIEB 130 - Marine Conservation Biology (A),BIEB,3.9480000000000004,B+ (3.3)
501,BIEB 131   - Marine Invertebrate Ecology Lb (A),BIEB,7.3,B (3.0)
502,BIEB 131 - Marine Invertebrate Ecology Lb (A),BIEB,10.405000000000001,B (3.0)
503,BIEB 132 - Introduction to Marine Biology (A),BIEB,4.068333333333333,B- (2.7)
504,BIEB 134   - Intro/Biological Oceanography  (A),BIEB,5.41,B- (2.7)
505,BIEB 134 - Intro/Biological Oceanography  (A),BIEB,4.693333333333333,B- (2.7)
506,BIEB 134 - Intro/Biological Oceanography (A),BIEB,5.8149999999999995,B (3.0)
507,BIEB 135 - Aquatic Ecology Lab (A),BIEB,5.464,B+ (3.3)
508,BIEB 140   - Biodiversity                   (A),BIEB,5.01,C+ (2.3)
509,BIEB 140 - Biodiversity                   (A),BIEB,3.9349999999999996,B- (2.7)
510,BIEB 140 - Biodiversity (A),BIEB,4.857777777777778,B- (2.7)
511,BIEB 143 - Comp Modeling in Evol/Ecol (A),BIEB,5.520625,B+ (3.3)
512,BIEB 146 - Genome Diversity and Dynamics (A),BIEB,4.839,B+ (3.3)
513,BIEB 147 - Introduction to Phylogenetics  (A),BIEB,3.5,B- (2.7)
514,BIEB 150   - Evolution                      (A),BIEB,5.8925,B- (2.7)
515,BIEB 150 - Evolution                      (A),BIEB,3.2733333333333334,B- (2.7)
516,BIEB 150 - Evolution (A),BIEB,5.176,B (3.0)
517,BIEB 152 - Evol of Infectious Diseases (A),BIEB,5.121111111111111,B (3.0)
518,BIEB 154 - Evolutionary Inquiry (A),BIEB,6.413333333333333,B (3.0)
519,BIEB 156 - Evolution and Society (A),BIEB,5.23,B (3.0)
520,BIEB 156 - Population Genetics            (A),BIEB,4.63,B- (2.7)
521,BIEB 166   - Animal Behavior&Communication  (A),BIEB,5.3100000000000005,B+ (3.3)
522,BIEB 166 - Animal Behavior&Communication  (A),BIEB,4.07,B (3.0)
523,BIEB 166 - Animal Behavior&Communication (A),BIEB,5.1033333333333335,B- (2.7)
524,BIEB 167   - Animal Communication Lab       (A),BIEB,5.24,A- (3.7)
525,BIEB 167 - Animal Communication Lab       (A),BIEB,4.24,B+ (3.3)
526,BIEB 167 - Animal Communication Lab (A),BIEB,4.9,B (3.0)
527,BIEB 174   - Ecosystems and Global Change   (A),BIEB,6.07,B (3.0)
528,BIEB 174 - Ecosystems and Global Change   (A),BIEB,5.5,B (3.0)
529,BIEB 174 - Ecosystems and Global Change (A),BIEB,5.56,B (3.0)
530,BIEB 176   - Conservation&Human Predicament (A),BIEB,4.825,B- (2.7)
531,BIEB 176 - Bio of Conservation/Human Pred (A),BIEB,5.32,B+ (3.3)
532,BIEB 176 - Conservation&Human Predicament (A),BIEB,5.137,B- (2.7)
533,BIEB 182 - Biology of Global Change (A),BIEB,3.665,B (3.0)
534,BILD 1   - The Cell                       (A),BILD,7.27,C+ (2.3)
535,BILD 1   - The Cell                       (B),BILD,6.6525,B- (2.7)
536,BILD 1 - The Cell                       (A),BILD,5.2589999999999995,B- (2.7)
537,BILD 1 - The Cell                       (B),BILD,5.179,B- (2.7)
538,BILD 1 - The Cell                       (C),BILD,5.64,B- (2.7)
539,BILD 1 - The Cell (A),BILD,6.018979591836735,B- (2.7)
540,BILD 1 - The Cell (B),BILD,5.3351612903225805,B (3.0)
541,BILD 1 - The Cell (C),BILD,5.5280000000000005,B (3.0)
542,BILD 1 - The Cell (D),BILD,5.415555555555556,B (3.0)
543,BILD 1 - The Cell (E),BILD,5.438571428571429,B (3.0)
544,BILD 1 - The Cell (F),BILD,4.19,B (3.0)
545,BILD 1 - The Cell (G),BILD,5.1,B+ (3.3)
546,BILD 1 - The Cell (H),BILD,4.85,B- (2.7)
547,BILD 1 - The Cell (I),BILD,4.97,B- (2.7)
548,BILD 1 - The Cell (J),BILD,5.36,B- (2.7)
549,BILD 1 - The Cell (K),BILD,4.1,B- (2.7)
550,BILD 1 - The Cell (L),BILD,5.65,B- (2.7)
551,BILD 1 - The Cell (M),BILD,6.15,B (3.0)
552,BILD 1 - The Cell (N),BILD,5.28,B (3.0)
553,BILD 1 - The Cell (O),BILD,6.03,B (3.0)
554,BILD 1 - The Cell (P),BILD,5.69,B- (2.7)
555,BILD 10   - Fundamental Concepts/Modrn Bio (A),BILD,5.13,B+ (3.3)
556,BILD 10 - Fundamental Concepts/Modrn Bio (A),BILD,4.570416666666667,B (3.0)
557,BILD 12   - Neurobiology and Behavior      (A),BILD,3.45,B+ (3.3)
558,BILD 12 - Neurobiology and Behavior (A),BILD,4.2335714285714285,B (3.0)
559,BILD 18   - Human Impact on the Environmnt (A),BILD,4.23,B+ (3.3)
560,BILD 18 - Human Impact on the Environmnt (A),BILD,3.76125,B+ (3.3)
561,BILD 2   - Multicellular Life             (A),BILD,7.761428571428572,B- (2.7)
562,BILD 2   - Multicellular Life             (B),BILD,6.465,B (3.0)
563,BILD 2 - Multicellular Life             (A),BILD,5.823636363636364,C+ (2.3)
564,BILD 2 - Multicellular Life             (B),BILD,5.4625,C+ (2.3)
565,BILD 2 - Multicellular Life (A),BILD,6.5147916666666665,B (3.0)
566,BILD 2 - Multicellular Life (B),BILD,5.622962962962963,B (3.0)
567,BILD 2 - Multicellular Life (C),BILD,6.0633333333333335,B (3.0)
568,BILD 2 - Multicellular Life (D),BILD,5.398333333333333,B (3.0)
569,BILD 2 - Multicellular Life (E),BILD,6.5,B- (2.7)
570,BILD 2 - Multicellular Life (F),BILD,5.6,B- (2.7)
571,BILD 2 - Multicellular Life (G),BILD,4.914999999999999,B+ (3.3)
572,BILD 2 - Multicellular Life (H),BILD,5.465,B (3.0)
573,BILD 2 - Multicellular Life (I),BILD,5.335000000000001,B+ (3.3)
574,BILD 2 - Multicellular Life (J),BILD,6.17,B+ (3.3)
575,BILD 20 - Human Genetics/Modern Society  (A),BILD,3.47,C+ (2.3)
576,BILD 20 - Human Genetics/Modern Society (A),BILD,4.489999999999999,B (3.0)
577,BILD 22   - Human Nutrition                (A),BILD,3.46,B+ (3.3)
578,BILD 22 - Human Nutrition                (A),BILD,3.026666666666667,B (3.0)
579,BILD 22 - Human Nutrition (A),BILD,3.6536363636363633,B+ (3.3)
580,BILD 24 - Biology of Human Reproduction  (A),BILD,4.22,B- (2.7)
581,BILD 26   - Human Physiology               (A),BILD,5.18,B- (2.7)
582,BILD 26 - Human Physiology               (A),BILD,4.083333333333333,B (3.0)
583,BILD 26 - Human Physiology (A),BILD,4.954999999999999,C+ (2.3)
584,BILD 28 - Immunology/Vaccines (A),BILD,4.795,B- (2.7)
585,BILD 3   - Organismic&Evolutionary Biol   (A),BILD,6.864444444444445,C+ (2.3)
586,BILD 3   - Organismic&Evolutionary Biol   (B),BILD,6.045,B- (2.7)
587,BILD 3 - Organismic&Evolutionary Biol   (A),BILD,4.62,C+ (2.3)
588,BILD 3 - Organismic&Evolutionary Biol   (B),BILD,4.816666666666666,C+ (2.3)
589,BILD 3 - Organismic&Evolutionary Biol   (C),BILD,5.066666666666666,C+ (2.3)
590,BILD 3 - Organismic&Evolutionary Biol (A),BILD,5.578571428571429,B- (2.7)
591,BILD 3 - Organismic&Evolutionary Biol (B),BILD,4.838333333333334,B (3.0)
592,BILD 3 - Organismic&Evolutionary Biol (C),BILD,4.8378571428571435,B (3.0)
593,BILD 3 - Organismic&Evolutionary Biol (D),BILD,4.81875,B (3.0)
594,BILD 3 - Organismic&Evolutionary Biol (E),BILD,5.154,B (3.0)
595,BILD 3 - Organismic&Evolutionary Biol (F),BILD,4.734999999999999,B+ (3.3)
596,BILD 3 - Organismic&Evolutionary Biol (G),BILD,4.99,A- (3.7)
597,BILD 3 - Organismic&Evolutionary Biol (H),BILD,5.21,A- (3.7)
598,BILD 3 - Organismic&Evolutionary Biol (I),BILD,4.75,A- (3.7)
599,BILD 3 - Organismic&Evolutionary Biol (J),BILD,5.2,B+ (3.3)
600,BILD 3 - Organismic&Evolutionary Biol (K),BILD,5.88,B- (2.7)
601,BILD 3 - Organismic&Evolutionary Biol (M),BILD,5.07,B- (2.7)
602,BILD 3 - Organismic&Evolutionary Biol (O),BILD,4.39,C+ (2.3)
603,BILD 3 - Organismic&Evolutionary Biol (P),BILD,5.725,B+ (3.3)
604,BILD 30 - Biol of Plagues:Past & Present (A),BILD,3.8449999999999998,B (3.0)
605,BILD 32 - Intro to Cancer Biology (A),BILD,4.5,B (3.0)
606,BILD 36   - AIDS Science and Society       (A),BILD,7.8149999999999995,B- (2.7)
607,BILD 36 - AIDS Science and Society       (A),BILD,4.39,B- (2.7)
608,BILD 36 - AIDS Science and Society (A),BILD,7.38,B (3.0)
609,BILD 38   - Dementia Science and Society  (A),BILD,3.645,B+ (3.3)
610,BILD 38 - Dementia Science and Society (A),BILD,3.54,B+ (3.3)
611,BILD 4 - Introductory Biology Lab (A),BILD,3.3970967741935483,B+ (3.3)
612,BILD 4 - Introductory Biology Lab (B),BILD,3.2295652173913045,B+ (3.3)
613,BILD 4 - Introductory Biology Lab (C),BILD,3.2439999999999998,B+ (3.3)
614,BILD 4 - Introductory Biology Lab (D),BILD,3.38,A- (3.7)
615,BILD 42 - Our Sustainable Future (A),BILD,4.95,B+ (3.3)
616,BILD 44 - Changing World (A),BILD,3.67,B- (2.7)
617,BILD 46 - Eco: Changing Planet (A),BILD,3.31,B+ (3.3)
618,BILD 5 - Data Analysis/Design for Bio (A),BILD,5.034000000000001,B+ (3.3)
619,BILD 5 - Data Analysis/Design for Bio (B),BILD,4.7,B+ (3.3)
620,BILD 51 - Q-Bio Lab (A),BILD,8.9,A- (3.7)
621,BILD 60 - Biology and Diversity (A),BILD,4.175,A- (3.7)
622,BILD 60 - DEI in Relation to Human Bio (A),BILD,3.9700000000000006,B+ (3.3)
623,BILD 60 - DEI in Relation to Human Bio (B),BILD,3.28,A- (3.7)
624,BILD 61 - Biology Race and Society (A),BILD,6.24,B+ (3.3)
625,BILD 62 - Intro to Python for Biologists (A),BILD,4.973333333333334,B+ (3.3)
626,BILD 7   - The Beginning of Life          (A),BILD,4.55,B (3.0)
627,BILD 7 - The Beginning of Life          (A),BILD,3.83,B (3.0)
628,BILD 7 - The Beginning of Life (A),BILD,3.9526666666666666,B (3.0)
629,BILD 70 - Genomics Research Init Lab I (A),BILD,2.315,A- (3.7)
630,BILD 71 - Genomics Research Initiative   (A),BILD,5.34,B+ (3.3)
631,BILD 80 - Job Intern Prep:Job App (A),BILD,2.3,A- (3.7)
632,BILD 81 - Job Intern Prep:Interview (A),BILD,1.7,A- (3.7)
633,BILD 83 - Business Comm for Bio Sci (A),BILD,2.32,A+/A (4.0)
634,BILD 84R - Career Exploration in Bio Sci (A),BILD,1.74,A- (3.7)
635,BIMM 100   - Molecular Biology              (A),BIMM,7.808571428571429,B- (2.7)
636,BIMM 100   - Molecular Biology              (B),BIMM,7.1,B- (2.7)
637,BIMM 100 - Molecular Biology              (A),BIMM,5.757,C+ (2.3)
638,BIMM 100 - Molecular Biology              (B),BIMM,6.164,C+ (2.3)
639,BIMM 100 - Molecular Biology (A),BIMM,7.010217391304347,B- (2.7)
640,BIMM 100 - Molecular Biology (B),BIMM,6.413333333333333,B- (2.7)
641,BIMM 100 - Molecular Biology (C),BIMM,5.81,B- (2.7)
642,BIMM 101   - Recombinant DNA Techniques     (A),BIMM,7.172499999999999,B+ (3.3)
643,BIMM 101   - Recombinant DNA Techniques     (B),BIMM,6.24,B (3.0)
644,BIMM 101   - Recombinant DNA Techniques     (C),BIMM,7.160000000000001,B (3.0)
645,BIMM 101   - Recombinant DNA Techniques     (D),BIMM,7.6075,B (3.0)
